hospital_name,facebook_link
Sahaj Hospital,https://www.facebook.com/582303431846867
Boon Dental Clinic Lucknow,https://www.facebook.com/113651477441217
Annai Velankanni Multispecialty Hospital,https://www.facebook.com/538075796582163
Probal Eye Institute,https://www.facebook.com/100138372036019
Vinayak Dental Clinic,https://www.facebook.com/698988613515537
Shri Ganesh Eye Hospital,https://www.facebook.com/105645695829353
Nova IVF Fertility Centre,https://www.facebook.com/331739097382263
Irla Nursing Home & Polyclinic,https://www.facebook.com/250530922077824
BHS Lakeview Hospital,https://www.facebook.com/1545901565723334
Jaipur,https://www.facebook.com/101216968766088
Himalayan Hospital,https://www.facebook.com/100121452028111
Pushpa Mission Hospital,https://www.facebook.com/222053647917647
Calcutta Lions Netra Niketan,https://www.facebook.com/215517811652808
Sankaralingam Hospital,https://www.facebook.com/139469933384218
Pink Star Hospital-Hospital-Jaipur,https://www.facebook.com/355149294348503
City Hospital,https://www.facebook.com/847944925377739
District Hospital Almora,https://www.facebook.com/878407262353916
Allergy and Asthma Treatment Centre in Kolkata,https://www.facebook.com/114691354924815
Sharma Hospital,https://www.facebook.com/449071885261576
Avantika Hospital,https://www.facebook.com/103712331324445
Rajeswari Hospital,https://www.facebook.com/578755162480062
Om Medical Complex Khandari Agra,https://www.facebook.com/369676316773152
Thangam Hospital of PMRC,https://www.facebook.com/800724936617353
Ardent Dental Care And Implant Centre,https://www.facebook.com/101622165685232
"Government Medical College & Hospital, Shahdol",https://www.facebook.com/112032388664337
Arambagh Apexx Diagnostic and Health Care,https://www.facebook.com/1420997681548622
Mahendra Gayatri Hospital,https://www.facebook.com/194471927377365
Adinath Ent Hospital,https://www.facebook.com/455833977937790
Yash Hospital,https://www.facebook.com/284551715419258
Belenus Champion Hospital,https://www.facebook.com/106708722184792
Phoenix Hospital,https://www.facebook.com/1631101027209014
"ClearMedi Paridhi Multispeciality Hospital, Gwalior",https://www.facebook.com/106577667610639
Sudhagar Dental Hospital,https://www.facebook.com/102033794698388
AASHRAY UROLOGY INSTITUTE,https://www.facebook.com/1628731217451799
Dazzle Dental Clinic,https://www.facebook.com/243616762409404
Apex Hospitals - Bikaner,https://www.facebook.com/109526161678909
Oriana Hospital,https://www.facebook.com/634891830009721
JR Hospital,https://www.facebook.com/101798131374630
Nova IVF Fertility,null
Golden Care Hospital And Diagnostic,https://www.facebook.com/107585144910962
Trimurti General Hospital,https://www.facebook.com/105425704890968
Hamidia Hospital,https://www.facebook.com/359031054193976
PSG Institute of Medical Sciences and Research,https://www.facebook.com/143712705694023
Shubham Homeopathic Clinic,https://www.facebook.com/217139968476440
Shri Narayana Hospital,https://www.facebook.com/103661925655673
Shenbagam Hospital,https://www.facebook.com/249348755153547
Sudha Hospitals - Salem,https://www.facebook.com/104082087875209
Janta Hospital,https://www.facebook.com/232271770207595
Aar Pee Hospital,https://www.facebook.com/684765398394382
Sam's Dental Lounge,https://www.facebook.com/898816833594148
Sita Memorial Multispeciality Dental Clinic,https://www.facebook.com/561401580626807
Shanti Nursing Services,https://www.facebook.com/116180790103226
Sacred Heart Palliative Care Center (Hospice),https://www.facebook.com/377756042731365
Dr Gupta's Dental & Braces Clinic,https://www.facebook.com/131921357529338
Ikon Multispecialty Hospital,https://www.facebook.com/830517297005689
Shree Hospital,https://www.facebook.com/249834002427381
Sanjeevani Hospital,https://www.facebook.com/139887266547096
Fathima Hospital,https://www.facebook.com/1543682012342511
Kolabhagathu Dental & Orthodontic Speciality Centre,https://www.facebook.com/473408006121558
Pinnacle Blooms Network - LB Nagar,null
Atlantis Hospital,https://www.facebook.com/100498641737164
City Multispeciality Hospital & Research Center,https://www.facebook.com/101967481673272
Vijay Poly Clinic,https://www.facebook.com/263018513793619
Kharghar Multispeciality Hospital,https://www.facebook.com/361272801248446
Global Care Hospital,https://www.facebook.com/252553388232150
Fathima Hospital,https://www.facebook.com/1478081752231638
Pioneer Hospital,https://www.facebook.com/162051297999802
"GI-ONE Hospital, Chhatrapati Sambhajinagar",https://www.facebook.com/104438844251384
Hande Hospital,https://www.facebook.com/415574771824293
"KJ Somaiya Hospital and Research Centre, Mumbai, Maharashtra, India",https://www.facebook.com/313167259282396
Shri Akal Purakh Hospital,https://www.facebook.com/108312031497808
Rama Dental Clinic And Implant Centre,https://bit.ly/3pkdmig
Amritaa Diagnostics,https://www.facebook.com/101756122614155
Dr Reddis Dental Clinic,https://www.facebook.com/115170688105976
Jindal Super Speciality Hospital,https://www.facebook.com/101023392723802
Imax Multispeciality Hospital,https://www.facebook.com/1808400252802196
KANI Hospital,https://www.facebook.com/1497170407192806
Healing Touch Hospital,https://www.facebook.com/297377267129205
Ramakrishna Hospital,https://www.facebook.com/346793855890238
Krishna Medical Centre,https://www.facebook.com/693284504109223
Taluk Headquarters Hospital Punalur,https://www.facebook.com/410911472600288
Akash Hospital,https://www.facebook.com/362802524217316
"Indus INTERNATIONAL HOSPITAL, CHANDIGARH AMBALA ROAD, NH 22, DERA BASSI, MOHALI",https://www.facebook.com/205568053276349
Bhardwaj Hospital,https://www.facebook.com/740863839362527
Savita Hospital,https://www.facebook.com/1711830222186951
Neeraj Eye Hospital,https://www.facebook.com/1531193513786995
Singh Dental Clinic,https://www.facebook.com/332452303915462
Nikitha Hospital,https://www.facebook.com/282185268897809
Apus Nova Hospital,https://www.facebook.com/114925454182714
Rishi Multispeciality Dental Clinic,https://www.facebook.com/302008073312721
Geethasree Hospitals,https://www.facebook.com/849922775048702
Tricolour Hospitals,https://www.facebook.com/119590982285808
Madhavbag Clinic,https://www.facebook.com/286266277904775
Spine Clinic In Mumbai,https://www.facebook.com/107550814772281
Radiance Hospitals,https://www.facebook.com/774791612711875
Chauhan's Dental Care,https://www.facebook.com/1535448623365656
Sitaram Ayurveda Speciality Hospital,https://www.facebook.com/1615199015362756
P.S Mission Hospital,https://www.facebook.com/2081069348863057
Maya Hospital & Research Institute,https://www.facebook.com/102737733618360
Prasanthi Hospital,https://www.facebook.com/114430362440653
Pasricha Medicare Centre,https://www.facebook.com/105882215861540
Apex Hospital,https://www.facebook.com/150499402263055
Roop Dev Eye And Dental Hospital,https://www.facebook.com/458259814557782
Burhani Hospital,https://www.facebook.com/230405313640854
VINS Hospital,https://www.facebook.com/115770904714874
Haryana Nursing Home,https://www.facebook.com/107333648364221
Symbion VIP Diagnostics Pathology Laboratory,https://www.facebook.com/361640357735369
Supreme Clinic,https://www.facebook.com/411742782577531
Maven Medical Center,https://www.facebook.com/304343130109108
Anandaloke Multi Speciality Hospital,https://www.facebook.com/878575282191603
Abhishek Nursing Home (L.P.Diagnostics),https://www.facebook.com/289222794851383
RadOn Cancer Centre,https://www.facebook.com/106071431838024
Chest Hospital,https://www.facebook.com/1831228280254364
Mayflower Women's Hospital,https://www.facebook.com/441594835918490
Geeta Hospital,https://www.facebook.com/100228408064090
Keerthana Hospital,https://www.facebook.com/1266160103502416
Mane Hospital,https://www.facebook.com/157699878182285
Arsh Hospital,https://www.facebook.com/198891024070102
"Spandana Nursing Home, Rajajinagar",https://www.facebook.com/108351702591188
Samved Hospital,https://www.facebook.com/159015134287886
Naja Hospital And Research Centre,https://www.facebook.com/104353638750619
Liberty Hospitals,https://www.facebook.com/488926494936084
Ram Nursing Home,https://www.facebook.com/126312258159368
Ram Tej Hospital,https://www.facebook.com/2140545202660618
Kinder Women’s Hospital and Fertility Centre,https://www.facebook.com/324214157629825
Amaravathi Hospital,https://www.facebook.com/713764672135841
Kapil Hospital,https://www.facebook.com/106005215069721
Aditya Diagnostics & Hospitals,https://www.facebook.com/102153365180930
Dr Rajpal's Homeopathic Clinic,https://www.facebook.com/104091708911505
Citizens Speciality Hospitals,https://www.facebook.com/303585163157466
Dheer Dental Clinic,https://www.facebook.com/1128356167180910
Laxmi Eye Institute,https://www.facebook.com/1439293846357977
Naval Multispeciality Hospital,https://www.facebook.com/503820753350689
Aditya Nursing Home,https://www.facebook.com/134180260783839
Kanva Diagnostic Services,https://www.facebook.com/691315877603510
Sankars Hospital,https://www.facebook.com/1561383863910590
Raza Clinic,https://www.facebook.com/912872498873980
Chandak Nursing Home,https://www.facebook.com/199838716806118
"Amulya Jyoti Eye Foundation — 22/26, Monohar Pukur Road, GS Tower-1st Floor, Kolkata, West Bengal 700029",https://www.facebook.com/1575906746004374
Mehta Eye Surgery and Laser Centre,https://www.facebook.com/108501415322708
Shantabaa Haribhai Gajera Medical College and Hospital,https://www.facebook.com/108674094129330
Rishishwar Hospital,https://www.facebook.com/2222622951109939
Sarb Hospital,https://www.facebook.com/323214904468474
K S Hegde Medical Academy,https://www.facebook.com/112095293856640
Lokhandwala General Hospital,https://www.facebook.com/1950645455255558
Sonal Hospital,https://www.facebook.com/469055546779231
Seven Star Hospital?,https://www.facebook.com/1531080440474996
The Skin Clinic,https://www.facebook.com/178221423031158
"Trinity Women Hospital & IVF Center, Ahmedabad",https://www.facebook.com/113202254730366
Aster RameshOngole,https://www.facebook.com/708329925872981
Modi Hospital,https://www.facebook.com/1866814256905255
Gokuldas Hospital,https://www.facebook.com/113082351024963
Healthy Heart Clinic,https://www.facebook.com/101917537960414
Lifeline Hospitals,https://www.facebook.com/260088050778134
Skinette Clinic,https://www.facebook.com/101369936069205
Apple Hospital,https://www.facebook.com/173732006553011
Doctor House Cardio Vascular Centre,https://www.facebook.com/1702567760040313
Richfeel Trichology Centre,null
Kims Icon Hospital,https://www.facebook.com/105039504543363
Bharathi Hospital,https://www.facebook.com/419329178424041
Medivision Super Speciality Hospitals,https://www.facebook.com/108266145055455
Rishi Ayurveda Hospital & Research Centre,https://www.facebook.com/103981699133511
Dr.Dasarathan Memorial Hospital,https://www.facebook.com/2012212855666820
Vinamra Swaraj Hospital,https://www.facebook.com/219351108845360
Bhorania Dental Clinic & Implant Center,https://www.facebook.com/1114374831921530
Rajindra Hospital,https://www.facebook.com/232258197493515
Ulwe Superspeciality Hospital,https://www.facebook.com/105284848077225
Harsh Hospital,https://www.facebook.com/208927005923731
Arunodaya Deseret Eye Hospital,https://www.facebook.com/1871584679721373
Indrapuri Hospital,https://www.facebook.com/156939995051815
Aum Sai Dental Clinic,https://www.facebook.com/143730008829847
City Hospital,https://www.facebook.com/461147130726322
Dr Biju’s Grace Dental Care,https://www.facebook.com/141239536043290
Purnima Netralaya,https://www.facebook.com/288937657879834
YJS Superspeciality Dental Care,https://www.facebook.com/1857276241193705
Saran Hospital,https://www.facebook.com/1123707271106263
Guru Hospital,https://www.facebook.com/248374932014184
Malabar Medical College Hospital & Research Centre,https://www.facebook.com/103017887807212
Bengal FAITH Hospital,https://www.facebook.com/112742631072085
Dr. Bharat Katarmal Dental & Implant Clinic,https://www.facebook.com/219580161421266
Apple Saraswati Multispeciality Hospital,https://www.facebook.com/140090756534898
Accumax Diagnostics,https://www.facebook.com/109173978112309
"Santasa IVF Centre and Endosurgery Institute, Mysore",https://www.facebook.com/2429375600449776
Hithayu Ayurvedic & Physiotherapy Hospital,https://www.facebook.com/hithayuayurvedichospital
Apple Dental Specialities,https://www.facebook.com/239127993132849
Shankarnath Dialysis Centre and Nursing Home,https://www.facebook.com/104339754730884
Shree Durga Mata Mandir Hospital,https://www.facebook.com/100785893119109
Cura Imaging & Gastro Clinic,https://www.facebook.com/116378361374869
Rajrani Hospital,https://www.facebook.com/223506981524554
Aureus Institute Of Medical Sciences,https://www.facebook.com/217498379045793
Parekh's Hospital,https://www.facebook.com/1549695361974224
Kaveri Healthcare,null
Dental Care Clinic and Implant Centre,https://www.facebook.com/594810473884394
Sanjeevani Dwarka Path Labs,https://www.facebook.com/175995739751364
"Government Dharmapuri Medical College, Nethaji Byebass Road, Dharmapuri – 636701 (Tamilnadu)",https://www.facebook.com/102884441116234
Shiv Clinic,https://www.facebook.com/270101446789227
Siddaganga Medical College & Research Institute,https://www.facebook.com/108643358774683
Dental Zone Hospital,https://www.facebook.com/1725879440980188
Kumar Dental Clinic,https://www.facebook.com/116293042290165
BAPS Yogiji Maharaj Hospital,https://www.facebook.com/260274710676209
Kimaya Healthcare,https://www.facebook.com/1944956288938238
Pramukh Dental Care Dr. Nimesh Patel Dr. Ekta Patel,https://www.facebook.com/458450417678118
Sainath Hospital,https://www.facebook.com/104473813441883
Thakur Eye & Maternity Hospital,https://www.facebook.com/106422575068786
Chennai Jayanth Acupuncture Clinic,https://www.facebook.com/219265625531942
Surekha Criticare Hospital,https://www.facebook.com/305005819953879
Sri Maharaja Hari Singh Hospital,https://www.facebook.com/2188177604747295
Vidya Diagnostic Centre,https://www.facebook.com/307806286328863
Lakshmi Hospital & Research Centre,https://www.facebook.com/142417415945051
"Christian Institute of Health Sciences and Research, Dimapur",https://www.facebook.com/112605423781784
Salar Hearing Aid Dealer -SHROBONEE Hearing Aid,https://www.facebook.com/274992949019669
Regen Healthcare & Diagnostics,https://www.facebook.com/2426728820986494
Metropolis Lab,https://www.facebook.com/102140488207422
Manipal Goa Cancer & General Hospital – Dona Paula,https://www.facebook.com/401855096546495
Leelawati Hospital,https://www.facebook.com/410024419068391
Sai Baba Nursing Home,https://www.facebook.com/100828966107431
Upadhyay Hospital,https://www.facebook.com/236812722847586
IVF Centre in Patel Nagar,https://www.facebook.com/110217400360998
Himalaya Medical College & Hospital,https://www.facebook.com/112485625170176
Tanvir Hospital,https://www.facebook.com/2157377101165965
Dental Lavelle,https://www.facebook.com/352204411478473
Saraswati Eye Hospital,https://www.facebook.com/1479423572108950
Kar Clinic & Hospital,https://www.facebook.com/164472970742256
Swami Vivekanand Multispeciality Hospital,https://www.facebook.com/111131918537279
Balaji Soni Hospital BSH,https://www.facebook.com/585140322170873
"Visakha Eye Hospital, Pedda Waltair",https://www.facebook.com/233454014089251
Quality Dental Spa,https://www.facebook.com/410041792412946
Aashu Dental Clinic,https://www.facebook.com/252720258245437
Ashwin Hospital,https://www.facebook.com/558092657635961
Pulse Hospital,https://www.facebook.com/242443813191149
Dr. Pal's Multispeciality Dental Care,https://www.facebook.com/103629871860670
Amruthavarshini Asthma & COPD Clinic,https://www.facebook.com/124764954741788
Career Institute of Medical Sciences,https://www.facebook.com/cimshospitalbhopal
KK CARE Hospital,https://www.facebook.com/101270888264603
Vatsalya Hospital,https://www.facebook.com/600965740283677
"Delhi Heart Hospital, Bathinda",https://www.facebook.com/102569731710120
Anu My Baby Hospital,https://www.facebook.com/100612902087033
Max Lab,https://www.facebook.com/101875179496478
Ayodhya Eye Hospital,https://www.facebook.com/1762129777432210
Pearl Dental Clinic And Kids Dental Zone,https://www.facebook.com/314077309249555
Ashwini Sahakari Rugnaylay,https://www.facebook.com/104184888963926
Savani Dental Clinic,https://www.facebook.com/211563682330804
Smile O Care Dental Clinic,https://www.facebook.com/524561980909409
Maher Hospital,https://www.facebook.com/108787581557759
Primary Health Sub-Centre,https://www.facebook.com/2163317213996616
Aadicura Superspeciality Hospital,https://www.facebook.com/1512847255676570
Scope Hospital,https://www.facebook.com/137809653321503
Ark Hospital,https://www.facebook.com/2044581832233467
Rourkela Lifeline,https://www.facebook.com/135749817146207
Rewati Nursing Home,https://www.facebook.com/151894798771208
Iqraa Community Clinic Kallai,https://www.facebook.com/364734820744702
Delta Hospital,https://www.facebook.com/109499977331067
Srinivas Priya Hospital (P) Ltd,https://www.facebook.com/293313387748438
Chintamani Hospital And Dental Clinic,https://www.facebook.com/115760046533915
Samal Care Multispecialty Hospital,https://www.facebook.com/112772063517776
Sendhil Dental Clinic & Implant Centre,https://www.facebook.com/sendhildentalclinic
Sanghi Medical Centre,https://www.facebook.com/102400551611154
Anjani Hospital & ICU,https://www.facebook.com/160775641113272
Batra Hospital,https://www.facebook.com/411298562758557
Noora Hospital,https://www.facebook.com/1430348453854845
Dr Chhabra Pathology Center,https://www.facebook.com/662587430435677
Saptagiri Hospital,https://www.facebook.com/104900695651077
V.G.R. Diabetes Specialities Hospital,https://www.facebook.com/769096536471550
SHREE Hospital,https://www.facebook.com/191722097669516
The Retina Centre,https://www.facebook.com/329976394500375
"Gandhi Hospital, Secunderabad, Telangana, India",https://www.facebook.com/108028646557317
Iksha Eye Care - Andheri,https://www.facebook.com/112144693959013
Samarpan General Hospital,https://www.facebook.com/128967161010347
Nayan Jyoti Eye Hospital,https://www.facebook.com/1357451054396559
Vatsalya Hospital,https://www.facebook.com/360682127132177
Dr Lekshmys Relief Dental Clinic & Implant Centre,https://www.facebook.com/657885551217075
Rajputana Hospital and Research Centre,https://www.facebook.com/217447568741095
Jeevan Jyoti Hospital,https://www.facebook.com/310778886352658
Mumbai Dental Clinic & Implant Centre,https://www.facebook.com/930520743662765
Maitri Hospital,https://www.facebook.com/238731933269587
Arasan Eye Hospital,https://www.facebook.com/224280254294236
"Vardhman Hospital, Muzaffarnagar",https://www.facebook.com/503935346806991
Shri Kailash Multispeciality Hospital,https://www.facebook.com/508577406240278
JEEVAK HEART HOSPITAL & RESEARCH INSTITUTE,https://www.facebook.com/240714756051817
Ghevariya Kidney Hospital,https://www.facebook.com/188459914999612
Krishna Sai Dental,https://www.facebook.com/245821218869854
Shri Hari Hospital,https://www.facebook.com/338179956034702
"Aradhana Eye Hospital, Fort",https://www.facebook.com/224435944704774
Palash Hospital,https://www.facebook.com/1416478465304007
Nova Medical Services,https://www.facebook.com/104120731246794
Galaxy Hospital,https://www.facebook.com/107230498832245
Padmaja Hospital,https://www.facebook.com/2291130661161071
Care 24 Medical Centre And Hospital,https://www.facebook.com/976456955722169
Aura Dental Avenue,https://www.facebook.com/auradentalavenue/
IVF Centre in Moga,https://www.facebook.com/1916415971738091
Tirumala Vijaya Hospital,https://www.facebook.com/1999266680341545
Holistic Homeopathic Clinic,https://www.facebook.com/1855537517865162
Pearls Dentistry,https://www.facebook.com/102904593377069
Shekhar Eye Care and Laser Centre,https://www.facebook.com/287761175000632
Dr Lokhande's Hospital,https://www.facebook.com/469208040108327
SONO HUB Imaging Centre,https://www.facebook.com/100998975381867
Co-operative Hospital,https://www.facebook.com/1556288071142248
Blessings Scan Point,https://www.facebook.com/106815814816842
Shreeji Dental Care,https://www.facebook.com/108031431483229
Aarthi Scans and Labs – Tolichowki,https://www.facebook.com/216560562498841
Redcliffe Labs,https://www.facebook.com/100670055720408
Shree Ji Clinic,https://www.facebook.com/144601939593939
Attingal (Medical Centre),https://www.facebook.com/773820292709900
"Galaxy Care Hospital, Pune",https://www.facebook.com/1658351317761724
Ruby Hospital,https://www.facebook.com/1379212248804538
"Dr Lal PathLabs - Patient Service Centre - Ambawadi, Ahmedabad",https://www.facebook.com/338793139888186
Shree Ayurved and Panchakarma Hospital,https://www.facebook.com/524633370949903
C-ZON Hospital,https://www.facebook.com/105238120916951
Raj Medicity,https://www.facebook.com/909606809098401
Citizen Super Speciality Hospital,https://www.facebook.com/100239351858441
Bhakare Super Speciality Hospital and Research Institute,https://www.facebook.com/278391449296739
Shri Sanatan Dharam Mahabir Dal,https://www.facebook.com/115070898131632
Aastha Hospital Ad,https://www.facebook.com/562646474071854
Primary Health Centre Marauna,https://www.facebook.com/220267778564662
Pahal Kidney Hospital,https://www.facebook.com/109402904688261
Jeeva Homeopathy,https://www.facebook.com/905628126257919
"Nagpal Nursing & Maternity Home - Kurukshetra Sector 17, Kurukshetra Red Road, Sector 17, Kurukshetra-136118, Haryana",https://www.facebook.com/1578706099120423
New B K Hospital,https://www.facebook.com/876365086041230
Arogya Hospital,https://www.facebook.com/1771088653202481
"Government Sivagangai Medical College Hospital, Sivagangai",https://www.facebook.com/219530185323109
Comfort Multi Speciality Hospital,https://www.facebook.com/195304434434069
Sadbhavna Hospital,https://www.facebook.com/191639464996614
"Pooja Surgical Hospital - Vanshiro House, 30 Karan Para, 2nd Floor, Karansinhji Main Road, Rajkot-360001, Gujarat",https://www.facebook.com/105527924632668
Dr. Balaji Dental Hospital And Medical Centre,https://www.facebook.com/1779816575567613
AIMS Hospital,https://www.facebook.com/1351509428228104
Midac Dental Centre,https://www.facebook.com/610494999312899
Shri Indore Cloth Market Hospital,https://www.facebook.com/1643885945739707
Dr. Jai Dev Memorial Rotary Ambala Hospital,https://www.facebook.com/435819720115694
Health 1 Super Speciality Hospital,https://www.facebook.com/103879985400603
Metromed International Cardiac Centre,https://www.facebook.com/211418629049642
NIMS Hospital,https://www.facebook.com/495379873812935
Laparo-Obeso Centre,https://www.facebook.com/702392076453330
Manas Hospital,https://www.facebook.com/106259754309574
Anuradha Eye Hospital,https://www.facebook.com/963168173777185
Global Hospital,https://www.facebook.com/107594867241214
Malnad Hospital and Institute of Oncology,https://www.facebook.com/886737691404956
Sita Bhateja Speciality Hospital,https://www.facebook.com/764347726914821
Mission Hospital,https://www.facebook.com/175022986531096
"Kailash Hospital, Dehradun",https://www.facebook.com/910381902639586
Ranthambore Sevika Hospital,https://www.facebook.com/101760324964493
Laldighi Medical Centre,https://www.facebook.com/1936943089908359
Om Narayan Dental Clinic - Makarpura,https://www.facebook.com/108427834927456
Ranchi Institute of Neuro-Psychiatry & Allied Sciences,https://www.facebook.com/100214819628000
The Healing Touch Eye Centre,https://www.facebook.com/380766828630508
New Korba Hospital,https://www.facebook.com/253392211969137
Harsini’s Dental Clinic,https://www.facebook.com/375340662590035
Rajrupa Scan,https://www.facebook.com/102817071112823
Lucid Medical Diagnostics,https://www.facebook.com/289203247850274
Bansal Dental Implant and TMJ Centre,https://www.facebook.com/1073230459415218
"Care Dental Clinic - Dr.Arun Best Dentist in Villivakkam: Painless Treatment, Orthodontist, Root Canal, Implants & More",https://www.facebook.com/1596820277302103
IBS Hospital,https://www.facebook.com/1562804010698925
Balaji Hospital,https://www.facebook.com/154983518466901
Modern Eye Hospital & Research Centre,https://www.facebook.com/517661865006179
Queen WomenS Hospital,https://www.facebook.com/130513770688728
Mother And Child Care,https://www.facebook.com/129711297600265
"[""maternalAndChildHealth"",""pediatrics"",""familyMedicine"",""pediatrics"",""neonatologyPerinatalMedicine"",""pediatrics"",""familyMedicine"",""internalMedicine"",""maternalAndChildHealth"",""familyMedicine"",""gynecologyAndObstetrics"",""pediatrics"",""familyMedicine"",""pediatrics"",""familyMedicine"",""maternalAndChildHealth"",""maternalAndChildHealth"",""pediatrics"",""infectiousDiseases"",""pediatrics"",""pediatricCriticalCareMedicine"",""neonatologyPerinatalMedicine"",""maternalAndChildHealth"",""maternalAndChildHealth"",""internalMedicine"",""maternalAndChildHealth"",""internalMedicine"",""maternalAndChildHealth"",""internalMedicine"",""gynecologyAndObstetrics"",""pediatrics"",""neonatologyPerinatalMedicine"",""pediatricCriticalCareMedicine"",""familyMedicine"",""cardiology"",""familyMedicine"",""internalMedicine"",""maternalAndChildHealth"",""dentistry"",""physicalMedicineAndRehabilitation"",""internalMedicine"",""pediatrics"",""familyMedicine"",""maternalAndChildHealth"",""internalMedicine"",""physicalMedicineAndRehabilitation"",""developmental–behavioralPediatrics"",""familyMedicine"",""pediatrics"",""infectiousDiseases""]",0
OM Clinical Laboratory,https://www.facebook.com/537758619946436
Medwin Hospital,https://www.facebook.com/217207851641893
Kalyani Kidney Care Centre,https://www.facebook.com/113185219234017
Nidan Diagnostics,https://www.facebook.com/260108187867117
Healing Touch Super Speciality Hospital,https://www.facebook.com/549288331941559
GSR Hospital,https://www.facebook.com/440233062993965
Saksham Hospital,https://www.facebook.com/305141466607203
Clove Dental,null
Patna Children Hospital And Newborn Care Centre,https://www.facebook.com/116371431079694
Suraksha Hospitals,https://www.facebook.com/100825242079943
Dentamax Dental Clinic and Implant Centre,https://www.facebook.com/397361886950505
Rahul Hospital & Well Women Clinic,https://www.facebook.com/365218553500139
Agilus Diagnostics,https://www.facebook.com/110875127052800
G. S. Memorial Plastic Surgery Hospital And Trauma Center,https://www.facebook.com/1719703498251637
Meitra Hospital,https://www.facebook.com/1758176304433801
"Maharaja Agrasen Medical College, Agroha",https://www.facebook.com/496089914142514
Mangalore Urology Centre,https://www.facebook.com/2020045624990477
Pathkind Labs,https://www.facebook.com/103000175781387
"Indira Super Speciality Hospital, Vellore",https://www.facebook.com/111233654038525
Asian Eye Institute & Laser Centre,https://www.facebook.com/1557049351057531
Sadamangalam Ayurvedic Panchakarma Clinic & Fertiveda,facebook.com/sadamangalamkolhapur
Umang Hospital,https://www.facebook.com/umangivf
Sumangal Hospital,https://www.facebook.com/552862554570777
"Dentistree Dental Hospitals, Tambaram",null
Svayam Dental Clinic & Implant Centre,https://www.facebook.com/615815985259600
Arka Center for Hormonal Health,https://www.facebook.com/674042876025937
Onkar Hospital,https://www.facebook.com/158485018245743
My Family Clinics,https://www.facebook.com/137683303444525
Sree Manju Hospitals - Hyderabad,https://www.facebook.com/105194162240618
SPS Hospitals Ludhiana,https://www.facebook.com/251149658229067
"Puthalath Eye Hospital in KOZHIKODE, Kerala",https://www.facebook.com/487246461467697
Goodwill Hospital And Maternity Home - Jalandhar,https://www.facebook.com/108496051750281
Deoria Health Care Centre,https://www.facebook.com/100990935087867
Chauhan Hospital,https://www.facebook.com/140938120018506
Shakuntaldevi Hospital & Research Centre,https://www.facebook.com/473225529502418
Platinum Hospital Mulund,https://www.facebook.com/219537868927342
Paramount General Hospital & ICCU,https://www.facebook.com/402769353428805
Shivam Multispeciality Hospital,https://www.facebook.com/107586365221465
Likhitha’s Diagnostics & Speciality Lab – Karimnagar,https://www.facebook.com/217178305430574
Mukha Maxillofacial Surgery and Dental Implant Centre,https://www.facebook.com/159183317259795
Spandan Dental Cure,https://www.facebook.com/1554844401428041
Dr. Bansal s Arogya Hospital,https://www.facebook.com/1812373835699157
Udaya Ravi Eye Hospital,https://www.facebook.com/1898079017109141
Shruti ENT Hospital,https://www.facebook.com/131422234077091
Burdwan Dental College & Hospital,https://www.facebook.com/638286139951907
Greens Medical Centre,https://www.facebook.com/118576325495014
Asian Dwarkadas Jalan Super Speciality Hospital,https://www.facebook.com/118413162890291
M Khan Hospital,https://www.facebook.com/101971848532949
Kodlikeri Memorial Hospital,https://www.facebook.com/101908658341932
Trinity Eye Hospital,https://www.facebook.com/875879759223148
Aarna Superspeciality Hospital,https://www.facebook.com/758897657483711
"PGIMER, Chandigarh",https://www.facebook.com/107905042577234
Max Lab,https://www.facebook.com/100269079460151
Jankalyan Eye Hospital Educational and Research Institute,https://www.facebook.com/455982527755332
Theraja Nursingh Home,https://www.facebook.com/575691442442748
"Jaiprakash Hospital and Research Centre, Rourkela, Sundergarh",https://www.facebook.com/310170872981333
Mariumpur Hospital,https://www.facebook.com/802089203149856
Shelar Hospital And Icu,https://www.facebook.com/1825241264398194
Ujjain District Hospital,https://www.facebook.com/924687051049407
Amee Multispeciality Hospital,https://www.facebook.com/1825466677687255
Kannika Hospital - Eye Hospital in Harsh Nagar,https://www.facebook.com/1546139375519547
Lakshmi Hospital,https://www.facebook.com/699355540136279
Lakecity Hospital,https://www.facebook.com/148765261992064
Siddhivinayak Multispeciality Hospital,https://www.facebook.com/103430038148862
Shanti Ved Hospital,https://www.facebook.com/157852788171984
SSG Hospital,https://www.facebook.com/206672663214563
21st Century Hospitals,https://www.facebook.com/277657302679342
Nova IVF Fertility Center - Raipur,https://www.facebook.com/101983262079934
Trisha Multispeciality Hospital,https://www.facebook.com/347811125743083
Dr. Vikhe Patil Memorial Hospital,https://www.facebook.com/625207474267695
Sankalp Super Speciality Hospital,https://www.facebook.com/231312176724601
Dr.N.M.B.Baruah Nursing Home,https://www.facebook.com/102711709841022
Mateshwari Chikitsa Kendra,https://www.facebook.com/116474244760494
Dentity Dental Dumdum Cantonment - Modern Dental Clinic,https://www.facebook.com/115013804798010
Seva Hospital,https://www.facebook.com/566207773772807
Vaish Eye Clinic,https://www.facebook.com/215770801833965
Radiance Skin Clinic,https://www.facebook.com/451330111881865
Alakh Nayan Mandir,https://www.facebook.com/328262817306490
Homeocare International,https://www.facebook.com/175512063282566
Landmark Hospital,https://www.facebook.com/120107901190358
